# target,10011111001111100111110011111001111
i,j,weight
0,0,1.839984
0,1,-0.113978
0,2,-0.224543
0,3,-0.859727
0,4,-1.056897
0,5,-0.686979
0,6,-0.846137
1,1,0.741680
1,2,-0.638681
1,3,0.166453
1,4,0.096440
1,5,-0.207308
1,6,-0.100281
2,2,0.785624
2,3,0.097853
2,4,0.200281
2,5,-0.136320
2,6,0.093374
3,3,1.235322
3,4,-0.441388
3,5,-0.721732
3,6,-0.761452
4,4,1.332766
4,5,-0.703083
4,6,-0.827872
5,5,1.579774
5,6,-0.630276
6,6,1.537698
7,7,1.573162
7,8,-0.194875
7,9,0.000070
7,10,-0.984238
7,11,-1.135796
7,12,-0.229072
7,13,-0.940551
8,8,0.535372
8,9,-0.884194
8,10,-0.033338
8,11,0.012921
8,12,0.063647
8,13,0.351467
9,9,1.007759
9,10,-0.152728
9,11,-0.016289
9,12,-0.234355
9,13,0.146875
10,10,1.770497
10,11,-0.633070
10,12,-1.049653
10,13,-0.679860
11,11,1.746034
11,12,-1.062248
11,13,-0.626136
12,12,1.724443
12,13,-0.973245
13,13,1.489733
14,14,1.197434
14,15,0.373107
14,16,0.078215
14,17,-0.913671
14,18,-0.688355
14,19,-0.583009
14,20,-0.781835
15,15,0.683242
15,16,-1.026605
15,17,-0.231787
15,18,-0.037311
15,19,0.247049
15,20,0.077630
16,16,0.766669
16,17,0.277742
16,18,-0.078595
16,19,0.155407
16,20,0.013995
17,17,1.565620
17,18,-0.726152
17,19,-0.436725
17,20,-0.789014
18,18,1.748758
18,19,-0.908289
18,20,-0.914244
19,19,1.361343
19,20,-0.976809
20,20,1.834947
21,21,1.525532
21,22,0.101408
21,23,-0.094077
21,24,-1.093461
21,25,-0.943873
21,26,-0.623363
21,27,-0.483487
22,22,0.582707
22,23,-0.582577
22,24,0.110034
22,25,0.050008
22,26,0.022178
22,27,-0.029964
23,23,0.812731
23,24,-0.149851
23,25,-0.011054
23,26,-0.102609
23,27,0.132558
24,24,1.700775
24,25,-0.693797
24,26,-0.813975
24,27,-1.032357
25,25,1.616776
25,26,-1.082701
25,27,-0.887055
26,26,1.797559
26,27,-0.622279
27,27,1.625706
28,28,1.853212
28,29,-0.055345
28,30,-0.021095
28,31,-0.941884
28,32,-0.636458
28,33,-0.857385
28,34,-0.826344
29,29,0.263538
29,30,-1.069781
29,31,0.067197
29,32,0.041128
29,33,-0.037122
29,34,0.705366
30,30,1.135304
30,31,0.300092
30,32,-0.183323
30,33,-0.139270
30,34,-0.400307
31,31,1.632036
31,32,-0.627434
31,33,-1.069008
31,34,-0.901489
32,32,1.492133
32,33,-0.616046
32,34,-0.925724
33,33,1.724334
33,34,-0.915880
34,34,1.605938
