# target,10011111001111100111110011111001111
i,j,weight
0,0,1.277294
0,1,0.165416
0,2,0.821426
0,3,-0.676489
0,4,-1.548250
0,5,-0.572558
0,6,-0.336098
0,7,-0.100000
0,10,-0.100000
0,21,0.100000
0,25,0.100000
0,26,-0.100000
1,1,1.456376
1,2,-0.305549
1,3,-0.799206
1,4,0.577417
1,5,-0.984307
1,6,-0.205696
1,8,0.100000
1,21,-0.100000
1,23,0.100000
1,25,0.100000
1,31,0.100000
2,2,1.145590
2,3,-0.166456
2,4,0.367519
2,5,0.306168
2,6,-0.879441
2,16,0.100000
2,20,0.100000
2,22,-0.100000
2,23,-0.100000
2,24,-0.100000
2,33,-0.100000
3,3,1.725144
3,4,-1.157346
3,5,-0.441012
3,6,-0.753253
3,8,0.100000
3,11,-0.100000
3,19,-0.100000
3,28,-0.100000
4,4,1.541218
4,5,-0.659228
4,6,-0.816308
4,8,0.100000
4,9,0.100000
4,24,-0.100000
4,30,-0.100000
4,34,-0.100000
5,5,0.856228
5,6,0.182925
5,15,0.100000
5,22,0.100000
5,29,0.100000
6,6,0.767732
6,10,0.100000
6,12,0.100000
6,17,-0.100000
6,19,-0.100000
6,20,0.100000
6,26,-0.100000
6,27,0.100000
6,34,0.100000
7,7,0.804134
7,8,1.000506
7,9,0.236318
7,10,-1.347813
7,11,-0.161279
7,12,-0.761269
7,13,-0.693855
7,15,-0.100000
7,19,-0.100000
7,23,0.100000
7,25,-0.100000
7,33,-0.100000
8,8,0.900580
8,9,-1.620018
8,10,-0.167345
8,11,0.308973
8,12,0.037451
8,13,-0.406844
8,24,0.100000
9,9,0.638344
9,10,-0.591356
9,11,0.196280
9,12,0.610593
9,13,0.220436
9,21,0.100000
9,28,0.100000
10,10,1.933899
10,11,-1.322597
10,12,-0.372721
10,13,-0.799611
10,17,-0.100000
10,22,0.100000
10,28,0.100000
11,11,1.518595
11,12,-0.433112
11,13,-0.886721
11,15,0.100000
12,12,0.195171
12,13,-0.131700
12,14,-0.100000
12,16,0.100000
12,18,-0.100000
12,29,0.100000
12,33,-0.100000
13,13,2.048881
13,15,0.100000
13,23,0.100000
13,27,-0.100000
13,32,-0.100000
13,33,-0.100000
13,34,-0.100000
14,14,0.979548
14,15,-0.613131
14,16,1.122237
14,17,-0.812514
14,18,-0.415438
14,19,-0.706298
14,20,-0.521961
14,21,-0.100000
14,28,-0.100000
15,15,0.719025
15,16,-0.679094
15,17,0.103468
15,18,-0.375327
15,19,0.044197
15,20,0.474417
15,30,-0.100000
15,33,-0.100000
16,16,0.124325
16,17,0.450901
16,18,0.188088
16,19,-0.235866
16,20,-0.103700
16,31,-0.100000
16,33,0.100000
16,34,0.100000
17,17,2.148460
17,18,-1.047678
17,19,-1.306738
17,20,-1.676622
17,23,-0.100000
17,33,-0.100000
18,18,1.324058
18,19,-0.645924
18,20,0.143889
19,19,2.469299
19,20,-1.213023
19,33,-0.100000
20,20,1.470943
20,21,-0.100000
20,25,-0.100000
21,21,2.056844
21,22,-0.418666
21,23,-0.673385
21,24,-0.376420
21,25,-1.010220
21,26,-0.610810
21,27,-0.864959
22,22,1.309643
22,23,-0.372869
22,24,0.422806
22,25,-1.318634
22,26,0.150426
22,27,-0.135575
23,23,0.254451
23,24,0.459940
23,25,0.003019
23,26,-0.123579
23,27,0.836396
23,31,0.100000
23,32,-0.100000
24,24,0.814579
24,25,-0.881502
24,26,-0.562597
24,27,-1.350003
24,30,-0.100000
25,25,1.632156
25,26,-0.405925
25,27,-0.310596
25,31,-0.100000
25,33,-0.100000
26,26,1.360962
26,27,-0.718309
26,31,-0.100000
26,33,0.100000
27,27,0.716799
27,30,0.100000
27,34,0.100000
28,28,1.287675
28,29,-0.468064
28,30,0.642476
28,31,-1.077006
28,32,-0.112486
28,33,-0.954287
28,34,-0.965233
29,29,1.203961
29,30,-0.831969
29,31,-0.320781
29,32,-0.116302
29,33,0.042970
29,34,-0.331784
30,30,0.432266
30,31,0.481855
30,32,0.495068
30,33,-0.216149
30,34,-0.225788
31,31,1.999683
31,32,-0.213205
31,33,-0.974483
31,34,-1.359700
32,32,-0.101914
32,33,-0.233380
32,34,-0.351939
33,33,1.523035
33,34,-0.646124
34,34,1.769364
