# target,10110000000000000010000100
i,j,weight
0,0,-5.000000
0,1,1.000000
0,2,1.000000
0,3,-1.000000
0,5,2.000000
0,6,2.000000
0,7,2.000000
0,8,2.000000
0,9,2.000000
0,11,2.000000
0,15,2.000000
0,16,2.000000
0,19,2.000000
0,21,2.000000
0,22,2.000000
0,24,-2.000000
0,25,-2.000000
1,1,1.000000
1,2,-1.000000
1,3,1.000000
1,6,-2.000000
1,9,-2.000000
1,10,2.000000
1,11,2.000000
1,12,2.000000
1,13,-2.000000
1,14,-2.000000
1,15,2.000000
1,18,2.000000
1,19,-2.000000
1,20,-2.000000
1,21,-2.000000
1,22,2.000000
1,24,-2.000000
1,25,-2.000000
2,2,-2.000000
2,3,2.000000
2,5,2.000000
2,6,1.000000
2,7,-2.000000
2,8,2.000000
2,9,1.000000
2,10,2.000000
2,11,-1.000000
2,13,2.000000
2,14,-2.000000
2,15,-1.000000
2,17,2.000000
2,18,-2.000000
2,20,2.000000
2,23,-2.000000
2,25,1.000000
3,3,-1.000000
3,5,1.000000
3,8,-1.000000
3,10,1.000000
3,12,2.000000
3,13,1.000000
3,16,-2.000000
3,17,2.000000
3,18,-1.000000
3,20,1.000000
3,22,-1.000000
3,23,-2.000000
4,7,1.000000
4,12,1.000000
4,14,1.000000
4,16,1.000000
4,17,1.000000
4,19,1.000000
4,21,1.000000
4,23,1.000000
4,24,1.000000
5,5,-1.000000
6,6,1.000000
7,7,1.000000
9,9,1.000000
10,10,-1.000000
12,12,-1.000000
13,13,1.000000
14,14,3.000000
16,16,1.000000
17,17,-1.000000
18,18,2.000000
19,19,1.000000
20,20,1.000000
21,21,1.000000
23,23,3.000000
24,24,3.000000
25,25,3.000000
