# target,00011110001101011110
i,j,weight
0,0,0.970000
0,1,0.990000
0,2,1.000000
0,3,-0.990000
0,4,1.010000
0,5,-1.000000
0,6,1.000000
0,7,-1.000000
0,8,1.000000
0,9,-1.000000
0,10,0.010000
0,11,0.010000
0,12,-0.010000
0,13,0.010000
0,18,0.010000
1,1,1.030000
1,2,-1.000000
1,3,1.000000
1,4,-1.000000
1,5,1.000000
1,6,-0.990000
1,7,-1.000000
1,8,1.000000
1,9,-1.000000
1,11,-0.010000
1,13,0.010000
1,14,-0.010000
1,19,-0.010000
2,2,1.010000
2,3,-1.000000
2,4,1.000000
2,5,-1.000000
2,6,1.000000
2,7,-1.000000
2,8,1.000000
2,9,-1.000000
2,12,-0.010000
2,14,-0.010000
3,3,-1.000000
3,4,0.990000
3,5,-1.010000
3,6,-1.000000
3,7,1.000000
3,8,1.000000
3,9,-0.990000
3,10,-0.010000
3,11,0.010000
3,12,-0.010000
3,14,0.010000
3,15,-0.010000
3,18,-0.010000
4,4,-1.000000
4,5,-1.000000
4,6,-1.000000
4,7,1.000000
4,8,0.990000
4,9,1.000000
4,11,-0.010000
4,13,-0.010000
4,19,0.010000
5,5,-1.000000
5,6,-1.000000
5,7,-0.990000
5,8,-1.000000
5,9,1.000000
5,11,-0.010000
6,6,0.990000
6,7,1.000000
6,8,1.010000
6,9,-1.000000
6,12,0.010000
7,7,1.000000
7,8,-1.020000
7,9,1.000000
7,10,0.010000
7,12,0.010000
7,14,-0.010000
7,15,0.010000
8,8,-0.950000
8,9,0.990000
8,12,0.010000
8,15,-0.010000
8,16,-0.010000
8,19,-0.010000
9,9,1.000000
9,10,0.010000
9,18,0.010000
10,10,0.980000
10,11,-1.000000
10,12,-1.000000
10,13,-1.000000
10,14,1.000000
10,15,-1.000000
10,16,1.000000
10,17,1.000000
10,18,-0.990000
10,19,1.000000
11,11,0.990000
11,12,1.010000
11,13,-1.000000
11,14,-1.000000
11,15,-1.000000
11,16,-1.000000
11,17,-1.000000
11,18,-1.000000
11,19,1.000000
12,12,-1.010000
12,13,1.000000
12,14,1.000000
12,15,1.000000
12,16,1.010000
12,17,-0.980000
12,18,1.010000
12,19,0.990000
13,13,-1.020000
13,14,1.010000
13,15,1.000000
13,16,-1.000000
13,17,1.000000
13,18,1.000000
13,19,-0.990000
14,14,1.030000
14,15,-1.000000
14,16,-1.000000
14,17,1.000000
14,18,0.990000
14,19,-1.010000
15,15,-1.020000
15,16,-1.000000
15,17,-0.990000
15,18,-1.000000
15,19,1.000000
16,16,-1.000000
16,17,-1.010000
16,18,1.000000
16,19,-1.000000
17,17,-1.000000
17,18,-1.010000
17,19,1.000000
18,18,-1.010000
18,19,1.000000
19,19,-0.990000
