# target,010100100000010
i,j,weight
0,0,0.920000
0,1,0.900000
0,2,-0.900000
0,3,-0.610000
0,4,0.810000
0,5,0.910000
0,6,-0.900000
0,7,-1.010000
0,8,0.200000
0,10,0.390000
0,11,0.900000
0,12,0.990000
0,13,0.110000
0,14,0.800000
1,1,-0.910000
1,2,0.400000
1,3,-0.800000
1,4,0.400000
1,5,-0.700000
1,6,0.200000
1,7,-0.500000
1,8,0.200000
1,9,0.890000
1,10,0.100000
1,11,0.190000
1,12,0.510000
1,14,-0.400000
2,2,0.220000
2,3,0.800000
2,4,-0.410000
2,5,0.700000
2,6,0.700000
2,7,-0.100000
2,8,1.000000
2,9,0.090000
2,11,0.600000
2,12,0.990000
2,13,-0.100000
2,14,-0.900000
3,3,0.810000
3,4,0.890000
3,5,0.710000
3,6,-0.810000
3,7,0.110000
3,8,-0.790000
3,9,0.690000
3,10,0.410000
3,11,1.000000
3,12,0.210000
3,13,-1.010000
3,14,0.500000
4,4,0.520000
4,5,0.510000
4,6,0.810000
4,7,-0.010000
4,8,-0.500000
4,9,-0.500000
4,10,1.000000
4,11,0.410000
4,12,0.190000
4,13,0.700000
4,14,-0.700000
5,5,1.010000
5,6,0.110000
5,7,-0.400000
5,8,0.300000
5,9,1.000000
5,10,-0.600000
5,11,-0.520000
5,12,0.290000
5,13,0.300000
5,14,0.210000
6,6,-1.010000
6,7,0.990000
6,8,0.510000
6,9,-0.200000
6,10,0.900000
6,11,0.700000
6,12,0.400000
6,13,0.500000
6,14,0.900000
7,7,-0.060000
7,8,0.700000
7,9,-0.600000
7,10,-0.600000
7,11,0.200000
7,12,-0.490000
7,13,0.800000
7,14,-0.600000
8,8,0.290000
8,9,0.910000
8,10,0.390000
8,11,0.500000
8,12,-0.290000
8,13,-0.090000
8,14,0.490000
9,9,0.940000
9,10,0.490000
9,11,0.400000
9,12,-0.010000
9,13,-1.000000
9,14,0.490000
10,10,0.140000
10,11,-0.100000
10,12,-0.910000
10,13,0.310000
10,14,0.500000
11,11,-0.450000
11,12,-0.500000
11,13,0.390000
11,14,-0.110000
12,12,1.040000
12,13,-0.400000
12,14,0.900000
13,13,-0.610000
13,14,-0.300000
14,14,0.720000
