# target,0010000010
i,j,weight
0,0,25.591620
0,1,-7.375053
0,2,5.998452
0,3,-7.545046
0,4,-8.402602
0,5,-11.994260
0,6,-11.751970
0,7,-10.789566
0,8,7.885129
0,9,-7.208322
1,1,18.017954
1,2,7.031785
1,3,-6.121624
1,4,-7.640067
1,5,-11.658541
1,6,-8.446147
1,7,-5.238375
1,8,11.749675
1,9,-8.337562
2,2,-24.705832
2,3,4.457322
2,4,8.022803
2,5,5.259462
2,6,4.640892
2,7,8.760281
2,8,-5.881631
2,9,11.122299
3,3,21.299835
3,4,-8.756153
3,5,-7.353799
3,6,-8.182262
3,7,-5.634074
3,8,5.909488
3,9,-9.373522
4,4,20.704468
4,5,-6.529418
4,6,-4.580345
4,7,-11.987636
4,8,4.586086
4,9,-6.121603
5,5,24.251574
5,6,-11.046913
5,7,-6.956217
5,8,10.669960
5,9,-8.893422
6,6,23.684416
6,7,-9.231811
6,8,10.536833
6,9,-9.307110
7,7,20.429677
7,8,5.074329
7,9,-4.856288
8,8,-28.354327
8,9,6.178786
9,9,18.398372
