# target,11000101010001101011100111
i,j,weight
0,0,4.844033
0,1,-7.939419
0,2,3.894553
0,3,4.059907
0,4,4.006585
0,5,-8.717044
0,6,5.314468
0,7,-5.463584
0,8,5.932546
0,9,-8.637219
0,10,5.370568
0,11,3.379845
0,12,4.343152
0,13,-7.748464
0,14,-10.669689
0,15,6.544672
0,16,-11.169384
0,17,5.433760
0,18,-11.387874
0,19,-10.677068
0,20,-7.151342
0,21,5.578479
0,22,3.274216
0,23,-9.328338
0,24,-6.826562
0,25,-14.932920
1,1,-3.010213
1,2,6.003687
1,3,6.481554
1,4,5.628545
1,5,-15.341575
1,6,4.531397
1,7,-11.775123
1,8,7.059442
1,9,-5.529305
1,10,7.929419
1,11,4.622135
1,12,7.280476
1,13,-12.191767
1,14,-14.246732
1,15,5.263278
1,16,-6.525375
1,17,7.788740
1,18,-10.300180
1,19,-13.774720
1,20,-9.418203
1,21,5.126250
1,22,3.735812
1,23,-10.983368
1,24,-8.305334
1,25,-10.980348
2,2,-5.442059
2,3,0.309149
2,4,-3.351299
2,5,2.929924
2,6,-0.263591
2,7,5.802015
2,8,-1.117274
2,9,6.425529
2,10,0.289920
2,11,-1.818558
2,12,-1.775207
2,13,4.556945
2,14,7.109737
2,15,-0.953662
2,16,5.773899
2,17,0.023638
2,18,6.137968
2,19,5.988056
2,20,7.587907
2,21,-1.011905
2,22,-2.115528
2,23,6.380426
2,24,3.112899
2,25,4.919261
3,3,-11.678480
3,4,1.634242
3,5,4.099005
3,6,2.394424
3,7,5.150403
3,8,1.745231
3,9,5.030818
3,10,0.801825
3,11,1.168178
3,12,-1.015282
3,13,8.089428
3,14,5.411225
3,15,0.522833
3,16,6.051181
3,17,-0.215192
3,18,5.141494
3,19,4.118099
3,20,1.800554
3,21,0.336323
3,22,-0.502076
3,23,6.858426
3,24,7.722681
3,25,4.869183
4,4,-7.723238
4,5,6.222300
4,6,-0.221517
4,7,5.020745
4,8,-1.479048
4,9,5.834967
4,10,-1.284920
4,11,1.250122
4,12,0.842018
4,13,4.907730
4,14,3.262372
4,15,-2.759415
4,16,7.149941
4,17,-2.131787
4,18,6.975501
4,19,5.644682
4,20,7.853182
4,21,-0.381559
4,22,-1.348085
4,23,5.575754
4,24,5.364829
4,25,4.434350
5,5,24.126297
5,6,4.353707
5,7,-10.274520
5,8,3.944890
5,9,-12.536223
5,10,6.321026
5,11,4.531743
